iter	Logloss
0	0.6659300249
1	0.6398697712
2	0.6176613575
3	0.591479358
4	0.5697818903
5	0.5454009639
6	0.5278753117
7	0.5090493047
8	0.4903861527
9	0.4700555846
10	0.4519336796
11	0.4351587216
12	0.4228810314
13	0.4065511692
14	0.3927557306
15	0.3777098098
16	0.368539444
17	0.3572762833
18	0.343988452
19	0.3321592994
20	0.322271624
21	0.3151966067
22	0.3055209898
23	0.2967279985
24	0.2879255259
25	0.2815238341
26	0.2740269612
27	0.2670434107
28	0.2601397972
29	0.2529397599
30	0.2470293203
31	0.2392316514
32	0.2325760744
33	0.226529008
34	0.222176605
35	0.2171802831
36	0.21153667
37	0.2082352937
38	0.204179664
39	0.1991293334
40	0.1939145973
41	0.1911729916
42	0.1874286628
43	0.1845122553
44	0.180295168
45	0.1756253347
46	0.1720218743
47	0.1687951318
48	0.1654181443
49	0.1621757939
50	0.1582288589
51	0.1551358455
52	0.1515891711
53	0.1495948189
54	0.1459092634
55	0.1426104458
56	0.1392762401
57	0.1367721953
58	0.1348965921
59	0.1334593428
60	0.1311183664
61	0.1289866792
62	0.1266035821
63	0.1242381722
64	0.1223805287
65	0.1197829051
66	0.117181795
67	0.1148285367
68	0.1131890555
69	0.1114447125
70	0.1095917241
71	0.1084510713
72	0.1063339327
73	0.1041362358
74	0.1025732362
75	0.1011070404
76	0.09884172575
77	0.09721990224
78	0.09536349397
79	0.09362327024
80	0.09209817055
81	0.09047850275
82	0.08895422021
83	0.08722572885
84	0.08598836236
85	0.08501105034
86	0.08410231517
87	0.0830022837
88	0.08218068069
89	0.08063662251
90	0.07975880064
91	0.07840896746
92	0.07737202113
93	0.07597396457
94	0.07469409411
95	0.07381867153
96	0.07306830306
97	0.07173058567
98	0.0706951107
99	0.06995244332
100	0.06882537978
101	0.06793457654
102	0.06713831778
103	0.06645422582
104	0.06561060453
105	0.06464351128
106	0.06333428285
107	0.06269184685
108	0.06207829327
109	0.06128226652
110	0.06026612554
111	0.05957762972
112	0.0588091555
113	0.05764134395
114	0.05695629279
115	0.05622788092
116	0.05524239587
117	0.05491668301
118	0.05423434845
119	0.05352387906
120	0.05284696327
121	0.05210737553
122	0.05145268671
123	0.05070586306
124	0.05000708121
125	0.04937982905
126	0.04885280535
127	0.04840270715
128	0.04795209168
129	0.04721855974
130	0.04676244396
131	0.04611107164
132	0.04573177806
133	0.04533060572
134	0.04458059397
135	0.04428356775
136	0.04368849356
137	0.04322638559
138	0.0426770767
139	0.04220588475
140	0.04157983917
141	0.04111631096
142	0.04054017156
143	0.03995526929
144	0.03950994625
145	0.0391365369
146	0.03867908946
147	0.03826829644
148	0.03778296114
149	0.03738744728
150	0.03695709364
151	0.0364892045
152	0.03613978352
153	0.03581553841
154	0.03535728571
155	0.03505557999
156	0.03464346154
157	0.03423625141
158	0.03389249906
159	0.03352147609
160	0.03330587371
161	0.03295923432
162	0.03248645472
163	0.03209538203
164	0.03181470665
165	0.03147723476
166	0.03115408566
167	0.03078404761
168	0.03029165848
169	0.02995532183
170	0.02963450309
171	0.02945676943
172	0.0290855597
173	0.02887858401
174	0.02854813065
175	0.02836920482
176	0.02815790836
177	0.02779679151
178	0.02756822512
179	0.02731906409
180	0.02706814364
181	0.02677233399
182	0.02654920315
183	0.02626570092
184	0.02590462887
185	0.02562081807
186	0.02539323835
187	0.02512051672
188	0.02484523724
189	0.02452460369
190	0.02422379126
191	0.02390588225
192	0.02366654306
193	0.02349817492
194	0.02335637862
195	0.02309758138
196	0.0228752166
197	0.02265861639
198	0.02239320643
199	0.02220516604
200	0.02201040736
201	0.0217566197
202	0.02157166134
203	0.02135209871
204	0.02116692422
205	0.02102889545
206	0.02080774583
207	0.02056804881
208	0.02040690872
209	0.02023786715
210	0.02007838026
211	0.01993357768
212	0.01978485298
213	0.01958117703
214	0.0193819915
215	0.01918331308
216	0.01903993845
217	0.01885605026
218	0.01868789628
219	0.01850853816
220	0.01836907323
221	0.01817691686
222	0.01799646487
223	0.01782762062
224	0.01765567666
225	0.01753070825
226	0.01732056228
227	0.01713959003
228	0.01698773075
229	0.01683836022
230	0.01664022015
231	0.0165045596
232	0.01636469305
233	0.01624087204
234	0.01606088245
235	0.01590118361
236	0.01574808529
237	0.01561323984
238	0.0154638529
239	0.0153596337
240	0.01517616564
241	0.01505518747
242	0.01490752451
243	0.01479588775
244	0.01471052406
245	0.01455752867
246	0.01445111839
247	0.01434493681
248	0.01420996735
249	0.01405916639
250	0.01390316407
251	0.01374881969
252	0.0136084219
253	0.01347330287
254	0.0133106002
255	0.01319490757
256	0.01305695264
257	0.01296473648
258	0.01285891764
259	0.01268412301
260	0.01256137942
261	0.01244464709
262	0.01231902379
263	0.01218521752
264	0.01203657749
265	0.01192730052
266	0.01181290215
267	0.01172677094
268	0.0116104366
269	0.01153980955
270	0.01144229157
271	0.01132900889
272	0.01122534223
273	0.01111633333
274	0.01102688432
275	0.01093513912
276	0.01085805605
277	0.01076249818
278	0.01065598672
279	0.01052525676
280	0.0104173311
281	0.01032156159
282	0.01026822651
283	0.0101637348
284	0.01009292678
285	0.009988860042
286	0.009920261772
287	0.009836919255
288	0.009734952501
289	0.0096362715
290	0.009553435689
291	0.00949751333
292	0.009402042999
293	0.00931914137
294	0.00924841239
295	0.009176080745
296	0.009102262388
297	0.009017746567
298	0.00894309164
299	0.008855103481
300	0.008776373962
301	0.008687258904
302	0.008604099157
303	0.008533866897
304	0.008427826962
305	0.00836116333
306	0.008310944397
307	0.00824422545
308	0.008174558192
309	0.008107737571
310	0.00805773699
311	0.007988748132
312	0.007915802041
313	0.0078597317
314	0.007804257273
315	0.007748042695
316	0.007671477382
317	0.007608850404
318	0.007554054154
319	0.007500177367
320	0.007468180476
321	0.007398821885
322	0.007360352787
323	0.007285694782
324	0.007216304824
325	0.007167562073
326	0.007105721006
327	0.007053892377
328	0.006996740971
329	0.00694784381
330	0.006897190253
331	0.00685757189
332	0.006812704784
333	0.006759524443
334	0.006696575752
335	0.006646046236
336	0.006597835136
337	0.006559081189
338	0.006504071211
339	0.006451973312
340	0.006399693115
341	0.006352213529
342	0.006292478851
343	0.006244008201
344	0.006197060915
345	0.006153055194
346	0.006112407415
347	0.006069330002
348	0.0060286218
349	0.005973260802
350	0.005925419449
351	0.005887694431
352	0.005856654886
353	0.005812993418
354	0.005775512402
355	0.005737626167
356	0.005698578334
357	0.005657412052
358	0.005625738152
359	0.005587115214
360	0.005547789675
361	0.005509514289
362	0.005473581972
363	0.005435378493
364	0.005405690326
365	0.00537701713
366	0.005348979391
367	0.005313876071
368	0.005281385708
369	0.005247884124
370	0.005211840766
371	0.005183586813
372	0.005156350609
373	0.005123287488
374	0.005097664685
375	0.005071214133
376	0.00504313853
377	0.005020275495
378	0.00499232605
379	0.004959000739
380	0.004922407721
381	0.004898258733
382	0.004875238716
383	0.004844907673
384	0.004816835271
385	0.004790461742
386	0.004766913881
387	0.004740003094
388	0.004706241138
389	0.004681178486
